DateTime,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,Date
1986-06-30T19:55:51Z,34.706,-96.752,5,2.3,md,NA,NA,NA,NA,us,usp0002vkt,2014-11-07T00:38:35Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1986-06-30
1986-07-26T04:17:23Z,34.591,-96.62,5,2.3,mblg,NA,NA,NA,NA,us,usp0002whh,2014-11-07T00:38:44Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1986-07-26
1986-09-02T13:19:59Z,34.684,-96.483,5,2.1,md,NA,NA,NA,NA,us,usp0002xs2,2014-11-07T00:38:57Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1986-09-02
1986-09-04T17:33:17Z,34.477,-96.503,5,2.6,mblg,NA,NA,NA,NA,us,usp0002xu1,2014-11-07T00:38:58Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1986-09-04
1986-11-02T04:00:12Z,34.192,-96.855,5,1.7,md,NA,NA,NA,NA,us,usp0002zkq,2014-11-07T00:39:17Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1986-11-02
1986-11-05T13:34:46Z,36.993,-101.561,5,2.4,md,NA,NA,NA,NA,us,usp0002zq7,2014-11-07T00:39:19Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1986-11-05
1986-11-26T20:53:38Z,34.957,-97.526,5,1.8,mblg,NA,NA,NA,NA,us,usp00030e1,2014-11-07T00:39:23Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1986-11-26
1986-11-26T22:16:56Z,35.125,-97.541,5,1.9,mblg,NA,NA,NA,NA,us,usp00030e4,2014-11-07T00:39:23Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1986-11-26
1986-11-27T06:12:15Z,35.158,-97.671,5,1.8,mblg,NA,NA,NA,NA,us,usp00030ed,2014-11-07T00:39:23Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1986-11-27
1986-12-08T17:50:11Z,35.766,-97.328,5,2.4,mblg,NA,NA,NA,NA,us,usp00030qz,2014-11-07T00:39:28Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1986-12-08
1986-12-11T01:23:00Z,35.09,-101.605,5,2.5,mblg,NA,NA,NA,NA,us,usp00030st,2014-11-07T00:39:29Z,Texas Panhandle region,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1986-12-11
1986-12-14T11:56:18Z,34.959,-96.642,5,1.6,md,NA,NA,NA,NA,us,usp00030vt,2014-11-07T00:39:29Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1986-12-14
1986-12-21T17:32:58Z,35.142,-96.676,5,2.8,mblg,NA,NA,NA,NA,us,usp0003124,2014-11-07T00:39:30Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1986-12-21
1986-12-22T00:17:25Z,36.212,-100.35,5,2,md,NA,NA,NA,NA,us,usp000312e,2014-11-07T00:39:30Z,Texas Panhandle region,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1986-12-22
1986-12-23T21:10:47Z,34.572,-97.204,5,1.6,md,NA,NA,NA,NA,us,usp000313h,2014-11-07T00:39:31Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1986-12-23
1986-12-25T08:46:17Z,35.399,-95.839,5,1.7,md,NA,NA,NA,NA,us,usp000314r,2014-11-07T00:39:31Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1986-12-25
1987-01-06T08:00:49Z,34.815,-97.576,5,1.9,md,NA,NA,NA,NA,us,usp00031ej,2014-11-07T00:39:37Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1987-01-06
1987-01-10T03:21:50Z,34.552,-97.425,5,2.3,mblg,NA,NA,NA,NA,us,usp00031jc,2014-11-07T00:39:38Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1987-01-10
1987-01-17T04:13:53Z,35.051,-97.517,5,2.3,mblg,NA,NA,NA,NA,us,usp00031r1,2014-11-07T00:39:39Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1987-01-17
1987-01-24T16:08:17Z,35.828,-98.097,5,3.1,mblg,NA,NA,NA,NA,us,usp00031wk,2014-11-07T00:39:40Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1987-01-24
1987-02-04T13:45:23Z,34.757,-97.58,5,1.7,md,NA,NA,NA,NA,us,usp0003265,2014-11-07T00:39:46Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1987-02-04
1987-02-19T05:50:11Z,34.846,-97.488,5,2.1,mblg,NA,NA,NA,NA,us,usp00032kx,2014-11-07T00:39:52Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1987-02-19
1987-02-26T02:04:07Z,35.308,-96.62,5,1.9,mblg,NA,NA,NA,NA,us,usp00032sc,2014-11-07T00:39:53Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1987-02-26
1987-03-14T04:43:03Z,34.79,-96.331,5,2.8,mblg,NA,NA,NA,NA,us,usp00033a0,2014-11-07T00:40:03Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1987-03-14
1987-05-15T08:29:07Z,35.455,-97.749,5,2.1,md,NA,NA,NA,NA,us,usp000350x,2014-11-07T00:40:24Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1987-05-15
1987-05-17T05:41:04Z,35.89,-97.236,5,1.7,mblg,NA,NA,NA,NA,us,usp000352e,2014-11-07T00:40:25Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1987-05-17
1987-05-17T15:01:19Z,35.878,-97.264,5,1.5,md,NA,NA,NA,NA,us,usp000352u,2014-11-07T00:40:25Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1987-05-17
1987-05-28T19:18:02Z,34.683,-97.276,5,1.6,md,NA,NA,NA,NA,us,usp00035b7,2014-11-07T00:40:26Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1987-05-28
1987-06-01T17:44:33Z,34.615,-97.38,5,2.9,mblg,NA,NA,NA,NA,us,usp00035f0,2014-11-07T00:40:29Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1987-06-01
1987-06-02T20:25:37Z,34.707,-96.555,5,1.9,md,NA,NA,NA,NA,us,usp00035fy,2014-11-07T00:40:29Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1987-06-02
1987-06-07T07:35:24Z,35.165,-95.28,5,1.5,md,NA,NA,NA,NA,us,usp00035ks,2014-11-07T00:40:31Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1987-06-07
1987-06-18T02:21:56Z,35.118,-96.347,5,1.9,mblg,NA,NA,NA,NA,us,usp00035vt,2014-11-07T00:40:32Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1987-06-18
1987-06-29T07:26:21Z,34.335,-96.726,5,1.7,md,NA,NA,NA,NA,us,usp0003668,2014-11-07T00:40:34Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1987-06-29
1987-12-06T17:43:48Z,34.664,-97.394,5,2.6,mblg,NA,NA,NA,NA,us,usp0003b0v,2014-11-07T00:41:21Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1987-12-06
1987-12-07T00:44:01Z,34.581,-97.348,5,2,md,NA,NA,NA,NA,us,usp0003b16,2014-11-07T00:41:21Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1987-12-07
1987-12-08T01:42:40Z,36.055,-98.024,5,3.7,mblg,NA,NA,NA,NA,us,usp0003b2c,2014-11-07T00:41:21Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,us,1987-12-08
1987-12-08T01:45:47Z,36.056,-98.03,5,2.5,mblg,NA,NA,NA,NA,us,usp0003b2d,2014-11-07T00:41:21Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1987-12-08
1987-12-16T07:04:58Z,34.877,-95.512,5,2.1,md,NA,NA,NA,NA,us,usp0003bb0,2014-11-07T00:41:24Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1987-12-16
1988-01-30T22:59:20Z,36.38,-98.466,5,1.9,mblg,NA,NA,NA,NA,us,usp0003ck4,2014-11-07T00:41:33Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1988-01-30
1988-03-19T09:27:37Z,36.041,-96.824,5,1.4,md,NA,NA,NA,NA,us,usp0003e3p,2014-11-07T00:41:48Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1988-03-19
1988-03-24T02:25:47Z,35.414,-96.573,5,2.3,md,NA,NA,NA,NA,us,usp0003e8m,2014-11-07T00:41:49Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1988-03-24
1988-03-30T15:46:55Z,36.31,-98.543,5,2.3,md,NA,NA,NA,NA,us,usp0003efu,2014-11-07T00:41:50Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1988-03-30
1988-04-21T10:58:08Z,35.855,-99.207,5,1.7,md,NA,NA,NA,NA,us,usp0003f7k,2014-11-07T00:41:58Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1988-04-21
1988-06-05T02:56:55Z,34.743,-95.19,5,2.1,md,NA,NA,NA,NA,us,usp0003gqp,2014-11-07T00:42:16Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1988-06-05
1988-06-14T02:14:50Z,36.533,-97.455,5,1.8,md,NA,NA,NA,NA,us,usp0003gz6,2014-11-07T00:42:19Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1988-06-14
1988-06-18T07:39:54Z,34.034,-98.71,5,2,md,NA,NA,NA,NA,us,usp0003h29,2014-11-07T00:42:19Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1988-06-18
1988-06-19T22:41:16Z,33.975,-99.657,5,2.3,md,NA,NA,NA,NA,us,usp0003h49,2014-11-07T00:42:20Z,northern Texas,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1988-06-19
1988-06-21T23:12:45Z,34.507,-96.263,5,2.1,md,NA,NA,NA,NA,us,usp0003h60,2014-11-07T00:42:20Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1988-06-21
1988-07-05T23:22:40Z,35.91,-98.71,5,2.3,mblg,NA,NA,NA,NA,us,usp0003hma,2014-11-07T00:42:29Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1988-07-05
1988-07-24T08:13:54Z,35.084,-97.373,5,1.7,md,NA,NA,NA,NA,us,usp0003j5v,2014-11-07T00:42:32Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1988-07-24
1988-08-29T00:56:50Z,35.532,-95.355,5,0.9,md,NA,NA,NA,NA,us,usp0003kfy,2014-11-07T00:42:42Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1988-08-29
1988-09-18T11:44:30Z,34.926,-97.191,5,1.9,md,NA,NA,NA,NA,us,usp0003m2g,2014-11-07T00:42:49Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1988-09-18
1988-09-28T18:48:34Z,34.465,-96.847,5,1.9,mblg,NA,NA,NA,NA,us,usp0003mb5,2014-11-07T00:42:51Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1988-09-28
1988-10-03T22:02:01Z,34.472,-96.148,5,1.6,mblg,NA,NA,NA,NA,us,usp0003mgm,2014-11-07T00:42:55Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1988-10-03
1988-10-12T10:11:46Z,35.883,-98.075,5,2.1,mblg,NA,NA,NA,NA,us,usp0003mrg,2014-11-07T00:42:57Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1988-10-12
1988-10-13T14:42:06Z,34.091,-96.144,5,2.4,md,NA,NA,NA,NA,us,usp0003msx,2014-11-07T00:42:57Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1988-10-13
1989-02-07T22:22:46Z,34.386,-96.831,5,2,mblg,NA,NA,NA,NA,us,usp0003rne,2014-11-07T00:43:34Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1989-02-07
1989-02-20T11:59:18Z,35.324,-96.464,5,2.1,md,NA,NA,NA,NA,us,usp0003s3p,2014-11-07T00:43:37Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1989-02-20
1989-02-23T00:43:55Z,35.212,-95.862,5,1.4,md,NA,NA,NA,NA,us,usp0003s72,2014-11-07T00:43:37Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1989-02-23
1989-07-20T02:49:48Z,36.405,-98.981,5,2.7,mblg,NA,NA,NA,1,us,usp0003xg5,2014-11-07T00:44:33Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,us,us,1989-07-20
1989-07-20T06:07:50Z,36.434,-98.876,5,3.1,mblg,NA,NA,NA,0.8,us,usp0003xgb,2014-11-07T00:44:33Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,us,us,1989-07-20
1990-02-07T12:02:14Z,35.629,-98.827,5,2.5,md,NA,NA,NA,NA,us,usp000455t,2014-11-07T00:45:40Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1990-02-07
1990-07-01T13:06:34Z,35.413,-102.106,5,2.7,mblg,NA,NA,NA,0.7,us,usp0004b7x,2014-11-07T00:46:36Z,Texas Panhandle region,earthquake,NA,NA,NA,NA,reviewed,us,tul,1990-07-01
1990-09-16T21:13:32Z,34.8,-95.53,5,2.5,mblg,NA,NA,NA,NA,us,usp0004etd,2014-11-07T00:47:07Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1990-09-16
1990-11-15T11:44:41Z,34.76,-97.59,5,3.9,mblg,NA,NA,NA,NA,us,usp0004gz5,2014-11-07T00:47:26Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1990-11-15
1991-01-24T05:00:26Z,36.378,-97.3,5,3,mblg,NA,NA,NA,NA,us,usp0004m37,2014-11-07T00:47:52Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,us,1991-01-24
1992-03-02T05:08:27Z,34.002,-97.585,5,1.9,md,NA,NA,NA,NA,us,usp00053r4,2014-11-07T00:50:12Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1992-03-02
1992-03-20T12:39:35Z,34.808,-97.667,5,2.2,md,NA,NA,NA,NA,us,usp00054jg,2014-11-07T00:50:17Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1992-03-20
1992-06-30T01:25:49Z,35.261,-96.421,5,2.7,md,NA,NA,NA,NA,us,usp00059xx,2014-11-07T00:50:55Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1992-06-30
1992-08-09T21:05:52Z,34.77,-96.491,5,2.2,md,NA,NA,NA,NA,us,usp0005c7p,2014-11-07T00:51:14Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1992-08-09
1992-08-10T11:21:23Z,34.618,-96.542,5,2.2,md,NA,NA,NA,NA,us,usp0005c8n,2014-11-07T00:51:14Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1992-08-10
1992-08-10T20:03:04Z,34.982,-97.453,5,2.9,md,NA,NA,NA,NA,us,usp0005c8y,2014-11-07T00:51:14Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1992-08-10
1992-10-05T04:44:08Z,36.402,-97.503,5,2.8,md,NA,NA,NA,NA,us,usp0005eyq,2014-11-07T00:51:37Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1992-10-05
1992-11-18T21:40:48Z,35.2,-97.55,5,2,mblg,NA,NA,NA,NA,us,usp0005h1f,2014-11-07T00:51:53Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1992-11-18
1992-11-19T18:22:30Z,34.808,-97.573,5,1.8,md,NA,NA,NA,NA,us,usp0005h2m,2014-11-07T00:51:53Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1992-11-19
1992-11-21T02:21:43Z,34.83,-97.68,5,2.2,mblg,NA,NA,NA,NA,us,usp0005h4f,2014-11-07T00:51:53Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1992-11-21
1992-11-23T11:56:09Z,34.83,-97.67,5,2.3,mblg,NA,NA,NA,NA,us,usp0005h8p,2014-11-07T00:51:54Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1992-11-23
1992-12-02T08:14:57Z,34.9,-97.54,5,1.8,mblg,NA,NA,NA,NA,us,usp0005hqx,2014-11-07T00:51:58Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1992-12-02
1992-12-17T04:01:17Z,34.756,-97.6,5,2.6,mblg,NA,NA,NA,0.6,us,usp0005jd9,2014-11-07T00:52:02Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,us,gs$,1992-12-17
1992-12-17T07:18:04Z,34.744,-97.581,5,3.6,mblg,NA,NA,NA,0.8,us,usp0005jdm,2014-11-07T00:52:02Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,us,gs/,1992-12-17
1993-01-14T17:06:10Z,36.595,-98.275,5,3.1,mblg,NA,NA,NA,NA,us,usp0005ks7,2014-11-07T00:52:14Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,gs$,1993-01-14
1993-01-30T04:42:53Z,34.04,-97.1,5,2,mblg,NA,NA,NA,NA,us,usp0005me4,2014-11-07T00:52:17Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1993-01-30
1993-03-11T01:15:01Z,35.21,-95.93,5,2.7,mblg,NA,NA,NA,NA,us,usp0005pa4,2014-11-07T00:52:34Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,tul,1993-03-11
1993-09-29T02:01:19Z,35.868,-102.981,5,3.3,mblg,NA,NA,NA,0.8,us,usp000616s,2014-11-07T00:54:03Z,Texas Panhandle region,earthquake,NA,NA,NA,NA,reviewed,us,gs$,1993-09-29
1994-04-29T03:28:58Z,36.25,-98.09,5,3,mblg,NA,NA,NA,NA,us,usp0006bt3,2014-11-07T00:55:21Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,tul,gs$,1994-04-29
1994-07-04T07:28:27Z,34.676,-97.557,5,2.8,mblg,NA,NA,NA,0.7,us,usp0006f5r,2014-11-07T00:55:49Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,us,gs$,1994-07-04
1995-01-18T15:51:39Z,34.774,-97.596,5,4.2,mblg,NA,NA,NA,0.5,us,usp0006rjc,2014-11-07T00:57:09Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,us,tul,1995-01-18
1995-03-23T11:10:12Z,36.9,-99.6,5,2.8,mblg,NA,NA,NA,NA,us,usp0006um6,2014-11-07T00:57:32Z,Oklahoma,earthquake,NA,NA,NA,NA,reviewed,mac,gs$,1995-03-23
